PG,KO,NOC,HRL,CVX,CCI,KMI,COP,VZ,GOOG,AMZN,BA,JNJ,ABBV,QCOM,PFE,WMT,BRK
76.57,42.32,188.479996,33.950001,90.610001,85.57,26.360001,53,47.02,711.059998,627.130005,148.380005,101.18,61.599998,59.700001,34.169998,57.290001,136.770004
76.300003,42.18,189.110001,33.685001,95.419998,87.489998,26.66,55.299999,46.700001,718.859985,629.530029,148.029999,101.839996,63.119999,60.400002,34.990002,57.57,138.300003
77.029999,42.27,187.289993,34.049999,98.019997,87.800003,27.52,56.73,46.580002,722,627.76001,147.259995,101.900002,62.43,60.889999,34.919998,58.580002,138
77.089996,42,186.419998,33.645,96.050003,85.760002,26.799999,55.880001,46.200001,729.469971,647.099976,148.190002,102.25,63.700001,56.73,34.23,58.509998,137.479996
75.879997,41.970001,186.020004,33.715,93.709999,86.709999,25.66,55.77,45.990002,731.5,655,146.580002,101.57,62.25,51.630001,33.919998,58.919998,136.440002
75.190002,41.700001,183.369995,33.255001,93.480003,84.370003,26.139999,55.630001,45.529999,730.200012,658.650024,146.899994,101.389999,63.619999,52.880001,33.790001,58.5,136
75.379997,41.439999,181.039993,33.200001,92.099998,83.830002,25.549999,54.48,45.27,724.400024,651.01001,145.279999,101,63.330002,52.529999,33.830002,58.310001,134
76.019997,41.939999,181.690002,33.849998,93.389999,84.43,25.41,54.52,45.360001,732.460022,663.25,145.199997,101.779999,62.200001,52.599998,33.919998,58.5,134.940002
75.669998,42.009998,181.289993,33.485001,90.75,84.199997,24.15,52.450001,45.02,731,673,143,101.139999,60.790001,52.75,33.610001,57.639999,134.460007
74.639999,41.459999,179.470001,33.174999,89.57,84.32,23.450001,51.889999,44.73,729.169983,663.570007,142.330002,100.040001,60.009998,52.299999,33.34,56.740002,132.610001
74.25,41.43,179.899994,33.064999,87.790001,83.660004,23.35,51.900002,44.259998,715.599976,640.919983,142.580002,100.379997,59.740002,51.959999,33.290001,56.389999,131.820007
75.330002,41.849998,188,34,91.269997,84.410004,24.049999,54.150002,45.009998,729.289978,650.650024,145.289993,100.379997,60.099998,52.700001,33.200001,59.34,133.850006
74.980003,41.77,186.449997,33.959999,91.440002,85.010002,23.48,54.439999,45.080002,727.580017,646.51001,146.240005,101.529999,60.259998,51.939999,33.080002,60.040001,133.470001
76.139999,42.32,188.919998,34.404999,92.029999,85.949997,24.200001,54.189999,45.439999,738.73999,664.98999,148.789993,102.660004,61.220001,48.509998,32.790001,61.119999,136.190002
76.550003,43.310001,189.360001,34.619999,90.639999,86.419998,23.700001,53.619999,45.959999,746.530029,667.940002,149.839996,102.489998,60.939999,48.799999,32.580002,60.98,137.339996
75.82,42.549999,189.5,34.244999,88.650002,87.169998,23.48,52.790001,45.310001,757.450012,671.5,149.389999,102.389999,61.310001,49.09,31.42,60.290001,136.289993
75.620003,42.700001,186.800003,35.209999,90.190002,87,23.690001,53.459999,44.75,752,674.140015,147.490005,101.809998,60.560001,49.029999,31.379999,59.950001,135.089996
76.529999,43.32,187.759995,36.119999,90.709999,86.68,24.299999,54.990002,45.110001,748.140015,675,149.039993,102.169998,61.099998,49.41,32.360001,60,135.479996
75.889999,43.040001,188.070007,36.869999,90.25,86.410004,23.98,53.830002,44.84,748.460022,680.799988,147.5,102.279999,60.169998,48.669998,32.919998,60.439999,135.300003
75.580002,43.119999,188.919998,37.689999,90.639999,86.18,23.82,53.509998,45.25,748.809998,675.900024,146.970001,102.480003,59.959999,48.599998,32.91,59.869999,134.820007
74.870003,42.73,187.089996,37.814999,90.970001,86.18,23.6,54.459999,45.509998,747.109985,673.75,146.539993,101.730003,58.23,48.75,33,59.130001,134.860001
75.730003,42.830002,186.919998,37.724998,92.599998,87.07,22.18,54.209999,45.450001,768.900024,681,147.550003,102.5,59.169998,51.91,33.669998,58.610001,136.5
75.830002,42.73,185.970001,37.814999,90.809998,85.699997,20.610001,52.810001,44.880001,766.01001,679.440002,147.050003,102.269997,57.709999,52.16,32.919998,58.689999,135.330002
75.980003,42.580002,183.479996,37.945,87.900002,85.059998,18.91,50.84,44.740002,753.099976,666,146.350006,101.400002,56.5,52.09,32.490002,59.049999,133.089996
77.540001,43.310001,187.970001,38.799999,87.480003,85.080002,15.66,49.73,45.459999,767.77002,674.73999,148.300003,102.610001,57.900002,52.310001,32.740002,59.57,136.199997
77.68,43.049999,186.559998,38.5,85.809998,86.110001,15.29,47.650002,45.669998,757.890015,663.130005,146.820007,102.980003,55.560001,50.630001,32.349998,60.07,134.899994
77.599998,42.779999,187.160004,38.98,86.669998,85.480003,15.72,48.349998,45.580002,759.169983,678,144.600006,102.139999,56.279999,49.639999,32.419998,59.259998,133.179993
77.910004,42.73,186.729996,38.540001,88,85.32,16.549999,48.23,45.470001,752.849976,665.590027,144.619995,102.300003,56,48.650002,32.43,59.130001,131.720001
77.510002,42.630001,185.600006,38.224998,87.849998,84.470001,16.48,48.25,45.32,741.159973,651.22998,145,102.370003,55.779999,48.200001,32.110001,59.049999,130.309998
77.629997,42.310001,186.619995,38.259998,86.300003,84.800003,16.309999,47.580002,44.84,741.789978,641.75,144.5,101.650002,53.709999,47.41,31.99,59.299999,130.5
78.709999,42.84,188.029999,39.189999,90.580002,85.779999,16.1,50.349998,45.52,753,665.030029,145.660004,102.650002,56.150002,47.709999,32.619999,60.639999,133.25
79.980003,43.25,189.789993,39.360001,92.580002,85.160004,15.73,50.299999,45.93,750,663.559998,147.979996,104.639999,56.669998,48.25,32.43,60.110001,135.490005
80.980003,43.810001,189.910004,39.869999,93.5,86.220001,15.86,49.369999,46.490002,762.419983,680,148.850006,105.160004,57.66,49.32,32.560001,60.330002,135.710007
79.949997,43.360001,187.509995,39.514999,90.059998,85.43,15.37,47.049999,45.900002,746.51001,668.650024,144.410004,103.080002,55.900002,47.369999,32.25,58.93,133.039993
78.629997,42.82,186,39.650002,90.400002,85.330002,15.07,46.029999,45.73,746.130005,668.5,140.210007,102.339996,56,47.610001,32.169998,58.82,131.160004
79.160004,42.860001,189.919998,39.959999,89.120003,86.269997,15.03,45.18,46.200001,751.650024,666.830017,141.720001,101.910004,56.540001,48.529999,32.619999,59.790001,131.550003
79.949997,43.389999,190.410004,40.330002,92.199997,87.230003,15.57,47.290001,46.509998,753.469971,666.5,143.080002,103.110001,57.880001,49.240002,32.580002,61,133.350006
79.660004,43.490002,189.399994,39.93,93.949997,87.150002,16.360001,49.040001,46.91,749.549988,663.349976,143.600006,103.120003,58.380001,49,32.5,60.779999,134.119995
79.739998,43.439999,189.940002,39.814999,90.309998,86.650002,15.79,47.610001,46.619999,752.919983,665.559998,143.259995,103.18,58.27,49.450001,32.599998,60.580002,133.479996
80.220001,43.540001,190.820007,40.125,91.889999,87.519997,15.47,48.23,46.98,766.690002,677.97998,145.059998,103.339996,59.02,50.279999,32.57,61,134
80.459999,43.75,191.399994,40.005001,90.099998,88.029999,14.6,46.939999,47.200001,776.599976,691.890015,147.220001,104.110001,59.400002,50.880001,32.740002,61.66,133.919998
79.910004,43.299999,189.460007,39.735001,89.379997,86.879997,14.4,46.060001,46.52,769.5,686.080017,145.960007,103.370003,59.5,50.060001,32.470001,61.330002,133
78.360001,42.34,185.979996,39.125,89.529999,85.639999,14.89,46.41,45.669998,743,656.289978,141.380005,101.709999,58.060001,49.43,31.85,60.5,130.160004
78.440002,42.310001,187.850006,39.275002,89.050003,85.529999,15.35,46.669998,46.200001,746.450012,646.859985,140.990005,100.580002,57.990002,50.459999,32.18,62.029999,130.75
77.669998,42.200001,190.160004,39.505001,87.440002,86.5,15.16,46.099998,45.490002,730,622,138.830002,99.82,56.369999,48.360001,31.73,62.48,129.990005
76.849998,41.650002,187.899994,39.555,84.550003,85.43,14.46,44.740002,45.119999,730.309998,621.799988,136.380005,99.309998,56.52,47.779999,31.16,62.970001,129.25
77.360001,41.650002,188.789993,39.474998,83.389999,84.779999,14.52,44.18,45.66,731.450012,619.659973,133.699997,99.879997,57.549999,46.810001,31.549999,65.080002,130.110001
76.169998,41.580002,187.479996,39.224998,82.849998,83.620003,14.87,43.32,45.110001,716.609985,612.47998,130.850006,98.239998,55.860001,46.360001,31.15,63.759998,128.919998
77,42.299999,189.059998,39.380001,82.199997,84.209999,14.31,41.869999,45.240002,721.679993,625.25,131.580002,97.989998,54.470001,46.450001,31.379999,64.379997,129.110001
76.970001,42.169998,189,39.814999,83.160004,84.470001,13.81,40.75,45.110001,730.849976,620.880005,132.699997,98.489998,54.549999,47.220001,31.09,63.73,128.970001
76.099998,41.990002,184.860001,39.235001,81.949997,83.029999,13.06,39.209999,44.220001,705.380005,580.25,129.589996,97.099998,51.32,46.209999,30.389999,62,126.410004
74.5,40.950001,181,38.945,81.639999,82.779999,13.06,39.34,44.040001,692.289978,572.23999,125.800003,96.370003,53.009998,46.040001,30.219999,61.549999,125.339996
75.800003,41.77,186.369995,38.605,84.169998,79.919998,13.17,39.740002,44.740002,703.299988,577.090027,127.059998,97.93,57.529999,46.5,31.120001,62.25,126.860001
75.290001,41.450001,183.839996,38.110001,79.980003,79.169998,12.05,35.540001,44.380001,688.609985,564.359985,124,96.110001,54.209999,45.5,30.209999,61.799999,125.599998
76.019997,41.450001,183.470001,37.900002,78.800003,78.449997,12.83,34.869999,45,702.179993,573.580017,122.769997,95.769997,57.290001,46.360001,30.610001,60.98,125.519997
77.400002,41.639999,183.229996,37.634998,84.459999,80.389999,14.92,38.209999,46.41,723.599976,588.72998,124.419998,97.019997,59.099998,47.810001,31,62.439999,127.5
77.199997,42.240002,184.089996,38,82.290001,81.580002,15.14,36.799999,47.080002,723.580017,597.98999,124.599998,96.720001,59.029999,47.970001,30.83,62.779999,126.550003
78,42.16,181.470001,37.830002,81.970001,82.540001,14.4,35.07,47.130001,713.849976,603.450012,124.980003,97.260002,59.009998,47.599998,30.530001,63.360001,124.57
78.529999,42.18,181.429993,38.415001,83.949997,83.379997,14.69,34.919998,48.290001,713.669983,601.98999,119.900002,100.489998,58.360001,48,30.709999,64.099998,125.260002
79.400002,42.18,176.399994,38.455002,85.75,83.5,15.17,37.919998,49.060001,722.219971,608.369995,117.099998,102.5,57.23,45.799999,30.700001,64.029999,126
79.980003,42.860001,181.429993,39.419998,84.050003,85.5,15.57,38.09,49.389999,731.530029,571.97998,118.139999,102.889999,53.419998,44.049999,30.379999,64.75,126.660004
81.209999,42.599998,186.380005,40.290001,85.150002,85.620003,15.97,38.240002,49.939999,750.460022,578.150024,119.639999,103.610001,54.16,44.709999,30.34,65.910004,128.940002
80.089996,42.700001,186.929993,40.935001,82.709999,86.230003,14.76,37.610001,50.610001,784.5,570,119.690002,103.300003,53.639999,45.18,30.17,67.300003,127.519997
80.480003,42.799999,188.610001,41.27,82.389999,86.309998,14.87,37.59,50.25,770.219971,553.5,118.800003,103.650002,54.529999,43.599998,29.91,67.309998,126.339996
80.849998,42.52,188.800003,39.900002,84.589996,86.5,15.7,38.5,50.369999,722.809998,525,121.120003,103.610001,56.740002,44.619999,29.49,65.760002,126.089996
80.580002,42.93,186.720001,39.349998,83.940002,85.720001,15.43,34.02,50.32,703.869995,529.280029,123.629997,102.660004,56.25,45.450001,29.02,66.860001,127.279999
80.290001,42.169998,184.740005,39.445,81.760002,83.300003,14.94,31.950001,50.599998,667.849976,486.470001,120.669998,100.309998,52.580002,43.509998,28.68,66.5,125.699997
81.830002,42.259998,184.169998,40.445,85.080002,80.75,14.6,33.220001,50.060001,672.320007,478.01001,117.980003,101.309998,52.310001,43.650002,28.469999,65.489998,125.150002
82.910004,43.34,187.740005,41.41,82.769997,82.449997,14.56,33.290001,50.189999,686.859985,491.76001,118.160004,102.050003,54.110001,44,29.33,66.190002,128.440002
80.389999,42.029999,185.119995,41.43,81.599998,80.040001,14.06,31.23,49.599998,675,491.170013,113.18,100.459999,52.299999,42.509998,29.01,65.019997,124.110001
80.360001,42.720001,184.559998,41.810001,83.800003,82.849998,14.25,32.290001,49.540001,690.26001,510.700012,105.120003,101.82,52.529999,43.349998,29.25,65.519997,126.760002
81.989998,43.32,182.399994,43.459999,85.230003,84.18,15.54,33.490002,50.240002,692.97998,519.47998,109.730003,102.370003,53.439999,45.599998,29.549999,66.610001,129.440002
81.650002,43.419998,185.610001,44.459999,85.410004,84.169998,17.459999,33.299999,50.41,698.090027,528.73999,114.029999,102.75,54.34,47.049999,30,66.099998,129.169998
82.230003,43.630001,190.699997,43.77,88.75,84.720001,17.780001,34.48,50.119999,710,541.190002,116.910004,102.830002,55.529999,48.41,29.82,63.740002,130.600006
81.959999,43.580002,192.160004,42.689999,86.330002,85.599998,17.610001,33.150002,50.740002,695.030029,520.710022,117.309998,103.580002,54.5,49.040001,29.6,63.889999,130.350006
81.790001,43.77,190.779999,43.130001,86.5,86.120003,17.370001,32.869999,50.860001,707.450012,542.200012,115.160004,104.160004,54.290001,50.080002,29.75,64.660004,132.190002
82,43.740002,192.029999,43.040001,88.389999,86.279999,17.799999,33.919998,50.970001,701.450012,555.549988,116.970001,104.650002,55.700001,51,30.059999,65.839996,131.119995
81.260002,43.560001,190.759995,43.5,83.330002,85.910004,16.959999,32.099998,50.27,688.919983,545.75,115.370003,103.339996,54.66,50,29.809999,66.190002,129.899994
81.699997,43.959999,190.050003,43.889999,85.669998,86.949997,17.459999,33.07,50.900002,700.01001,555.52002,116.349998,104.949997,55.169998,51.5,30.1,67.449997,131.619995
82.519997,44.040001,193,44,86.970001,85.290001,18.120001,33.860001,51.150002,708.580017,560.119995,117.75,106.82,56.259998,52,30.780001,68.080002,132.820007
81.099998,43.169998,191.990005,42.84,84.940002,85.830002,17.98,34.57,50.860001,700.320007,554,118.120003,105.279999,55.869999,51.169998,30.09,66.629997,133.360001
80.540001,43.380001,193.339996,42.82,84.120003,87,18.280001,34.07,50.990002,703.619995,556.289978,119.010002,105.900002,54.779999,51.080002,29.790001,66.650002,135.110001
81.580002,43.470001,193.660004,43.099998,85.400002,87.599998,18.049999,34.279999,51.459999,719,581.75,119.629997,106.910004,56.169998,52.389999,30.110001,66.209999,136.949997
82.540001,43.610001,192.830002,43.349998,87,88.449997,18.58,36.5,52.139999,718.679993,577.960022,118.839996,106.82,55.689999,52.450001,29.879999,65.949997,136.800003
82.620003,43.779999,191.619995,44.009998,87.419998,87.639999,19.08,38.919998,51.75,714.98999,581.070007,120.169998,106.510002,56,52.330002,29.85,66.139999,136.990005
83.18,43.91,190.089996,43.73,87.940002,86.800003,18.58,41.25,51.529999,706.900024,573.539978,120.800003,106,55.700001,52.439999,29.549999,66.620003,137.699997
82.970001,43.919998,185.429993,43.299999,90.379997,85.910004,18.629999,41.200001,52.049999,688.590027,557.869995,121.980003,106.519997,56.18,52.889999,29.75,67.730003,138.25
83.300003,44.389999,188.259995,43.779999,89.699997,85.720001,18.08,39.349998,52.549999,698.469971,559.559998,122.379997,106.839996,55.509998,52.41,29.719999,67.790001,138.550003
83.129997,44.84,187.089996,43.959999,92.790001,86.519997,18.1,38.869999,52.549999,708.119995,566.73999,123.139999,106.989998,56.560001,51.91,29.9,67.550003,139.75
82.75,45,188.899994,43.799999,94.949997,85.739998,18.049999,39.799999,52.650002,720,566.950012,124.129997,107.5,56.400002,52.59,29.780001,67.769997,139.339996
81.57,45.040001,189.169998,43.380001,93.57,85.32,18.379999,39.700001,52.549999,726.809998,567,123.93,107.919998,57.669998,52.240002,30.27,67.150002,140.800003
81,45.080002,188.039993,43.73,93.150002,84.610001,18.530001,39.209999,52.240002,726.919983,571,125.550003,107.620003,56.650002,51.75,29.879999,67,139.119995
81.309998,45.049999,190.539993,43.939999,94.720001,84.330002,18.219999,40.240002,52.669998,726.369995,576.640015,126.239998,107.730003,55.580002,51.630001,29.52,67.940002,139.839996
81.290001,45.049999,191.600006,44.34,96.25,85.260002,19.040001,42.400002,53.279999,736.450012,569.51001,128.070007,107.470001,56.459999,51.150002,29.120001,67.82,140
82.860001,45.84,191.679993,44.139999,97.849998,85.959999,19.200001,43.59,53.810001,741.859985,560.940002,131.240005,106.989998,55.59,51.689999,29.5,67.480003,142.830002
83.120003,45.419998,193.350006,43.610001,97.019997,86.139999,18.709999,42.73,53.189999,736.5,548.909973,133.460007,107.410004,56.52,51.599998,29.450001,67.029999,142.160004
83.279999,45.549999,194.160004,43.669998,95.75,85.870003,18.209999,42.25,53.419998,737.460022,545.109985,135.139999,107.279999,55.75,51.84,30.030001,68,141.979996
82.720001,45.400002,193.960007,43.48,94.720001,86.099998,18.469999,41.290001,53.130001,742.359985,561,134.990005,107.290001,57.16,52.119999,30.43,68.010002,142.169998
82.459999,45.450001,193.669998,43.549999,92.540001,85.629997,17.360001,38.93,52.740002,732.01001,567.109985,131.610001,108.220001,56.139999,50.630001,30.120001,67.43,140.220001
82.989998,45.560001,194.210007,43.27,94.900002,85.699997,18.110001,40.099998,53.560001,736.789978,584.400024,132.529999,108.410004,56.349998,50.43,30.09,67.93,140.949997
82.660004,45.860001,194.25,43.869999,93.790001,85.75,17.530001,39.02,53.509998,734.590027,580.150024,129.830002,108.300003,56.099998,50,29.82,68.150002,141.289993
83.089996,46.630001,197.229996,44.68,96.349998,86.779999,17.940001,40.48,54.169998,750.099976,596.710022,131.479996,109.449997,57.43,51.169998,30.15,68.330002,142.910004
82.75,46.549999,199,43.900002,95.190002,86.970001,17.75,39.959999,54.009998,749.25,599.280029,128.089996,108.860001,57.02,50.869999,30.059999,68.75,142.559998
82,46.139999,196.589996,43.07,93.690002,86.129997,17.41,39.389999,53.32,738.599976,590.48999,126.230003,108,56.580002,51.080002,29.440001,68.019997,141.210007
83.650002,46.84,200.809998,43.93,94.440002,87.349998,17.32,39.790001,54.029999,750.059998,599,126.540001,108.82,57.639999,50.810001,30.09,69,143.990005
83.160004,46.619999,200.75,42.580002,93,86.629997,17.139999,38.75,54.380001,738,590.77002,126.150002,108.230003,58.540001,50.439999,31.209999,69.029999,142.419998
83.139999,46.57,201.839996,42.18,93.150002,86.029999,17.200001,39.400002,53.619999,735.77002,587.52002,127.160004,108.720001,58.52,50.139999,31.540001,68.699997,141.309998
83.239998,46.5,201.520004,43.029999,94.370003,86.730003,17.49,40.43,52.52,745.369995,598.76001,127,109,59.419998,50.400002,32.549999,68.830002,140.929993
83.440002,46.439999,201.630005,42.330002,96.25,87.220001,17.92,41.619999,52.200001,743.969971,594.320007,128.039993,109.370003,59.490002,50.369999,32.830002,68.309998,141.529999
83.029999,46.900002,200.660004,41.93,96.870003,88.309998,18.02,41.43,52.360001,743.02002,596.140015,128.25,109.150002,58.59,50.860001,32.52,68.010002,141.789993
82.709999,46.41,200.050003,41.200001,95.690002,87.599998,17.889999,41.57,51.66,738,598.400024,127.620003,109,58.98,51.049999,31.9,67.57,141.25
83.050003,46.77,200.679993,40.68,97.800003,88.019997,18.870001,43.630001,52.07,749.159973,607.679993,130.490005,110,59.869999,51.299999,31.959999,69.010002,142.949997
81.949997,46.060001,201.419998,39.619999,97.650002,87.889999,18.75,43.830002,51.279999,754.01001,615.070007,131.5,110,59.150002,51.849998,32.48,69.150002,144.100006
82.050003,45.82,199.639999,39.259998,97.709999,87.129997,18.290001,43.75,51.279999,753.97998,621.919983,130.949997,110.07,59.549999,51.93,32.650002,68.940002,144.139999
82.300003,46.099998,202,39.400002,97.230003,87.190002,17.620001,42.09,51.349998,760.460022,625.349976,131.130005,110,59.5,51.09,32.5,69.050003,143
82.910004,46.310001,203,39.580002,99,87.699997,18.66,45.209999,51.799999,769.51001,637.140015,132.570007,111.650002,60.09,51.73,32.799999,69.790001,144.779999
83.290001,45.34,202.070007,39.360001,100.080002,88.050003,19.01,46.73,52.150002,758,630,128.550003,113.190002,60.169998,51.93,32.849998,69.760002,145.979996
81.040001,44.259998,200.979996,38.540001,101.639999,87.32,18.950001,46.990002,50.560001,755.380005,631,130.979996,113.309998,60.57,51.299999,33.060001,69.470001,146.089996
80.400002,43.790001,200.229996,38,101.739998,86.059998,18.280001,46.34,50.150002,726.299988,624.469971,131.089996,113.43,61.299999,51.709999,33.25,68.82,145.320007
80.919998,44.5,200.25,37.759998,101.470001,87.639999,18.1,47.16,50.529999,716.099976,616.609985,130.449997,113.309998,61.130001,52.599998,33.130001,68.550003,145.649994
81.5,44.919998,200.880005,38.139999,102.050003,87.389999,17.73,46.599998,50.98,725.419983,626.169983,131.25,113.449997,60.959999,52.540001,33.200001,69.699997,146.589996
79.470001,44.639999,207,38.310001,102.900002,87.370003,18.059999,48.549999,50.459999,707.289978,611.799988,133.199997,112.959999,60.93,52.029999,32.98,69.489998,146.899994
79.480003,44.5,206.5,38.439999,103.129997,87.07,18.1,48.130001,51.299999,708.26001,615.539978,136.289993,112.099998,58.560001,52.48,32.970001,69.07,146.639999
79.669998,44.529999,205.520004,38.57,101.139999,86.93,17.74,47.900002,50.950001,690.700012,666,134.419998,112.059998,61.029999,51.830002,32.869999,68.730003,145.399994
80.019997,44.57,206.869995,38.560001,101.830002,87.07,17.73,47.560001,51.220001,697.630005,663.919983,134.380005,112.220001,60.790001,50.689999,32.560001,66.620003,145.770004
80.800003,44.869999,207.440002,38.650002,102.260002,86.919998,17.280001,46.099998,51.110001,696.869995,677.359985,132.699997,112.559998,60.990002,50.669998,33.650002,66.860001,145.910004
80.870003,44.720001,208.600006,38.43,101.059998,85.980003,17.25,45.169998,50.48,690.48999,662.590027,131.589996,112.040001,61.299999,50.189999,33.669998,66.849998,144.160004
81.599998,44.93,210.669998,38.740002,101.849998,87.879997,17.4,44.540001,50.990002,697.700012,673.309998,131.729996,112.080002,61.41,50.740002,33.369999,66.970001,144.220001
81.419998,45.060001,211.729996,38.200001,100.839996,87.860001,16.99,42.73,50.91,698.380005,656.049988,132.110001,112.580002,62,50.650002,33.380001,66.910004,143.820007
82.209999,45.32,214.300003,38.810001,101.620003,88.540001,16.85,42.310001,51.220001,712,673.950012,132.800003,112.980003,62.360001,51,33.540001,68.25,144.539993
82.150002,45.439999,215.080002,39.860001,100.639999,90,17.09,41.619999,51.380001,716.75,694,133.179993,114,63.509998,51.259998,33.830002,68.919998,143.309998
82.5,45.73,217.449997,39.900002,101.239998,90.400002,17.120001,42.869999,51.48,723.409973,705.789978,133.809998,114.57,63.77,51.830002,33.459999,67.470001,144.880005
82.480003,45.549999,214.550003,40.09,102.150002,90.440002,17.25,44.049999,51.220001,717.059998,717.380005,133.490005,114.5,62.860001,52.330002,33.220001,66.550003,143.460007
82.419998,45.75,217,40.099998,101.629997,90.239998,16.940001,43.369999,51.41,711.929993,714.640015,133.740005,113.900002,62.150002,51.459999,33.330002,66.480003,143.210007
81.010002,45.16,213.979996,39.860001,101.870003,89.790001,17.34,43.790001,50.77,709.130005,710.130005,131.630005,113.389999,61.91,51.32,32.93,64.860001,141.399994
81.639999,45.450001,215.960007,40,101.07,90.190002,17.27,43.880001,51.200001,715.98999,709.900024,133.619995,114.540001,62.439999,51.740002,33.27,66.059998,141.970001
80.589996,44.560001,213.240005,38.639999,100.900002,90.059998,17.65,43.380001,50.919998,703.669983,689.559998,132.449997,113.610001,59.869999,52.07,33.009998,63.02,140.179993
79.639999,44.25,212.5,35.470001,99.260002,89.620003,16.93,42.75,50,702.359985,691.880005,130.240005,112.989998,60.060001,52.709999,33.16,68.099998,141.070007
80.440002,44.509998,212.289993,35.459999,100.300003,89.839996,17.41,43.52,49.799999,701.619995,701.049988,129.130005,112.199997,59.630001,52.970001,33.48,69.330002,141.479996
80.050003,44.07,212.75,34.900002,99.18,90.139999,17.530001,43.200001,49.66,706.530029,704.25,127.400002,112.769997,59.75,54.200001,33.830002,69.599998,141.850006
80.300003,44.099998,212.660004,35.029999,99.940002,90.629997,17.5,43.919998,49.360001,706.859985,698.01001,127.760002,112.519997,59.73,54.419998,33.689999,69.650002,141.949997
81.080002,44.509998,215.75,34.790001,100.82,91.489998,17.49,43.900002,49.630001,720.76001,708,128,113.18,61.080002,55.700001,34.119999,70.25,143.720001
81.480003,44.529999,213.949997,34.669998,101.849998,91.410004,18.02,45.419998,49.849998,722.869995,708.330017,128.479996,113.110001,61,55.970001,34.259998,70.690002,144
81.269997,44.709999,213.770004,34.950001,101.379997,90.910004,17.780001,44.27,50.389999,724.01001,715,128.960007,113.040001,61.990002,55.330002,34.380001,70.860001,143.490005
81.580002,44.98,214.419998,34.830002,102.150002,90.830002,17.860001,44.59,50.880001,731.73999,712.330017,129.880005,113.260002,62.709999,55.389999,34.669998,70.580002,143.889999
80.949997,44.599998,211.570007,34.439999,100.239998,90.449997,18.08,43.369999,50.869999,734.530029,720.900024,126,112.690002,62.93,54.5,34.700001,70.5,140.970001
81.529999,44.700001,213.389999,34.41,100.400002,90.660004,17.82,43.75,50.470001,732.5,720.969971,126.650002,112.870003,62.869999,54.650002,34.689999,70.5,141.649994
81.93,44.75,213.009995,34.459999,100.650002,91.440002,17.969999,44.389999,50.77,729.27002,726.73999,126.419998,114.470001,64.760002,54.990002,34.869999,70.57,141.160004
82.400002,45.09,215.229996,34.57,101.339996,92.800003,18.15,44.799999,51.060001,724.909973,726.5,127.599998,114.970001,62.130001,54.98,34.700001,71.519997,141.619995
82.760002,45.349998,215.520004,34.009998,101.839996,93.059998,18.700001,45.970001,50.599998,719.840027,729.890015,132.410004,116.010002,62.59,54.939999,34.84,71.099998,142.160004
82.370003,45.240002,215.699997,34.290001,103.550003,94.089996,18.59,47.950001,51.509998,723.960022,726.400024,132.520004,115.519997,62.209999,54.73,34.77,70.849998,141.570007
82.580002,45.330002,217.169998,34.529999,102.040001,93.910004,17.950001,46.720001,51.639999,722.869995,723.099976,132.100006,115.779999,61.5,54.400002,35.049999,71.360001,142.050003
82.769997,45.619999,217.539993,34.68,102.470001,94.110001,17.85,45.900002,51.860001,719.469971,722.349976,131.759995,116.739998,59.990002,54.459999,35.110001,71,141.309998
82.959999,45.48,216.669998,34.599998,101.5,94.110001,17.24,43.959999,52.5,716.51001,714.01001,130.789993,117.129997,60.459999,53.599998,35.02,71,141.229996
82.550003,44.849998,213.639999,34.279999,101.760002,94.290001,17.27,43.84,52.369999,716.47998,712.330017,129.630005,116.449997,59.459999,52.66,34.599998,70.660004,140.789993
83.400002,45.119999,217.690002,34.459999,100.629997,92.900002,17.450001,43.91,52.970001,719,722,130.880005,117.639999,60.290001,53.049999,35.009998,71.199997,141.740005
82.669998,44.869999,216.639999,34.18,99.970001,93.709999,17.43,43.200001,52.84,714.909973,712.049988,129.320007,115.690002,59.93,52.970001,34.68,71,140.089996
83.309998,45.169998,217,34.869999,101.440002,94.360001,17.790001,43.599998,53.43,708.650024,718.190002,129.830002,116.620003,60.880001,53.73,34.779999,71.050003,141.979996
83.519997,45.09,216.100006,35.040001,102.879997,95.010002,18.32,45,54,698.77002,713.5,131.360001,116.599998,60.639999,54.169998,34.48,71.309998,141.960007
83.089996,45.16,216.169998,34.68,102.690002,94.599998,18.040001,44.580002,53.889999,698.400024,715.719971,133.190002,116.989998,60.200001,54.25,34.509998,70.949997,142.059998
83.5,45.25,215.589996,34.919998,103.5,95.470001,18.799999,45.119999,54.23,699.059998,716.580017,132.100006,116.540001,60,53.900002,34.740002,71.599998,143.630005
83.809998,45.029999,216.630005,34.91,103.449997,95.860001,18.709999,44.599998,54.400002,697.450012,715.5,133.910004,117.199997,60.860001,54.849998,34.700001,72.199997,144.970001
82.610001,44.200001,209,33.830002,101.459999,94.25,17.85,43.32,54.470001,675.169983,693,128.139999,115.07,59.259998,53.009998,33.799999,70.550003,140.740005
81.830002,43.669998,211.889999,35.09,101.25,96.169998,17.67,42.509998,54.060001,671,692.01001,125.68,115,59.380001,52.290001,33.799999,71.639999,138.789993
81.440002,44.060001,215.139999,35.849998,101.220001,97.870003,17.690001,41.970001,54.759998,678.969971,700,124.5,117.169998,59.279999,51.700001,34.150002,71.760002,139.789993
